km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,selling_price
50000,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,5.0,9,170000
80000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,3,500000
19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,1,700000
280000,Diesel,Individual,Manual,Second Owner,14.8,1998.0,68.0,5.0,20,150000
110000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,9,130000
40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,3,250000
47000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,3,650000
120000,Petrol,Individual,Automatic,First Owner,11.7,1796.0,178.0,5.0,13,500000
20000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,1,525000
11500,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,2,375000
18000,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,183.0,5.0,2,2550000
137000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,5,1100000
50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,9,225000
165000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,9,275000
50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,4,210000
15000,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,5.0,1,1200000
60000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,5,600000
40000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,5.0,17,150000
120000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,11,280000
55425,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,15,45000
68700,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,5.0,10,179000
80000,LPG,Individual,Manual,First Owner,13.2,1495.0,93.7,5.0,10,165000
7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,5400000
40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,6,250000
100000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,13,125000
68000,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,7.0,9,950000
120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,6,1100000
65000,Petrol,Dealer,Manual,First Owner,19.02,1198.0,67.05,7.0,3,325000
60000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,4,351000
70000,Diesel,Individual,Manual,Second Owner,23.65,1248.0,88.5,5.0,3,800000
1620,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,1,1040000
80000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,10,165000
60000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,6,400000
27000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,3,600000
60000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0,10,110000
100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,8,409999
110000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,8,350000
20000,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,5,2000000
80000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5.0,5,300000
120000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,9,370000
120000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,10,300000
90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,7,535000
90000,Diesel,Individual,Manual,Fourth & Above Owner,16.52,1991.0,123.7,5.0,12,210000
20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,9,265000
200000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8.0,15,151000
28000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,1,1550000
20000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,1,700000
50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,4,245000
48000,Diesel,Dealer,Manual,Second Owner,21.7,1498.0,98.96,5.0,7,475000
130000,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.8,5.0,3,500000
25000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,4,600000
28000,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,3,752000
35000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,6,310000
30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,3,420000
25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,5,260000
15000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,2,790000
13000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,1,620000
15000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,3,1515000
133000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,6,450000
100000,Petrol,Individual,Manual,Third Owner,15.37,1196.0,73.0,7.0,4,270000
30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,4,425000
38000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,8,244000
98000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0,10,360000
50000,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,5,200000
200000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,9,350000
100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,12,114999
155000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,5.0,5,250000
10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,1,585000
25000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,3,445000
60000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,88.7,5.0,6,280000
70000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,5.0,5,750000
80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,16,81000
78000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,13,130000
60000,Petrol,Individual,Manual,First Owner,16.2,1599.0,103.2,5.0,9,400000
60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,2,946000
97000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,8,450000
62000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,2,671000
20000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,2,531000
93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,8,275000
29000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,5,315000
129000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,8,595000
15000,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5.0,2,2900000
80000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,6,480000
160000,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,5.0,11,190000
60000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0,10,320000
70000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,4,600000
21000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,2,650000
10000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,1,390000
43000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,3,625000
30000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,5,400000
70000,CNG,Individual,Manual,Second Owner,26.83,796.0,38.4,5.0,10,155000
200000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,6,409999
100000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,9,400000
15000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,5,800000
170000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,5,387000
53000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,7,500000
120000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,7,325000
110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,5,540000
50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,5,434999
19100,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,2,700000
110000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,8,590000
178000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,5.0,8,285000
130000,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,7.0,4,650000
96000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,15,40000
10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,3,745000
120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,8,140000
28000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,2,650000
70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,8,300000
56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,550000
152000,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,4,580000
110000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,5,550000
110000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,8,229999
35000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,6,350000
50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,8,185000
110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5.0,14,100000
70000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,8,220000
110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,8,300000
80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,3,329000
300000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,6,700000
120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179.0,138.03,7.0,10,400000
90000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,8,361000
50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,6,1000000
25000,Petrol,Individual,Manual,Third Owner,13.0,1795.0,127.0,5.0,14,175000
20000,Diesel,Individual,Manual,First Owner,15.9,1527.0,57.0,5.0,17,70000
120000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,5.0,1,362000
70000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,7.0,4,420000
101200,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,6,350000
151000,Diesel,Dealer,Manual,First Owner,13.5,2477.0,175.56,7.0,7,1090000
120000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,8,180000
40000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,8,350000
43000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,11,250000
215000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,8,470000
25000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,2,217000
250000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,6,550000
22000,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,190.0,5.0,2,3400000
56000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,3,660000
39000,Diesel,Dealer,Manual,First Owner,21.38,1396.0,88.7,5.0,4,825000
15000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,3,550000
70000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,7,160000
50000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,7,300000
120000,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,7,350000
31000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,8,260000
168000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,10,229999
22000,Petrol,Individual,Manual,First Owner,18.5,1198.0,86.8,5.0,4,425000
120000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5.0,7,172000
80000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,9.0,5,720000
50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,6,400000
90000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,5,455000
90000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,9,300000
110000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,9,450000
25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,6,250000
70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,5,600000
90000,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,7.0,6,611000
110000,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0,14,80000
77000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,11,150000
40000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,5,610000
163000,Diesel,Individual,Manual,Third Owner,17.8,1399.0,68.0,5.0,12,175000
3000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,1,700000
40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,1,700000
100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,8,390000
50000,Diesel,Individual,Automatic,Second Owner,26.59,1248.0,74.0,5.0,4,650000
110000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,16,85000
51000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,2,950000
110000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.02,5.0,3,750000
90000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,6,530000
40000,Petrol,Individual,Manual,First Owner,19.0,998.0,66.1,5.0,6,250000
50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,7,200000
110000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,64.1,5.0,6,350000
40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,530000
20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,1,530000
103000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,9,302000
33000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,3,880000
120000,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,170.0,5.0,12,515000
90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,13,185000
70000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,8,280000
80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,10,275000
23999,Petrol,Dealer,Automatic,First Owner,23.1,998.0,67.04,5.0,5,411000
7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,779000
100000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,8,220000
10000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,1,700000
5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,0,600000
93000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,8,550000
170000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,9,200000
37000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,3,800000
100000,Petrol,Individual,Manual,Second Owner,21.1,1197.0,85.8,5.0,9,200000
120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,7,345000
13000,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5.0,1,480000
120000,Petrol,Individual,Manual,First Owner,11.1,2354.0,158.8,5.0,12,400000
70000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,15,95000
120000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,8.0,6,350000
17000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,9,300000
14000,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.05,5.0,1,380000
51856,Petrol,Dealer,Manual,Third Owner,18.5,1197.0,80.0,5.0,8,320000
100000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,5.0,10,169000
32000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,24,40000
200000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,8,360000
50000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,2,1200000
80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,3,680000
100000,Diesel,Individual,Manual,Second Owner,19.61,1405.0,70.0,5.0,10,409999
25000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,5,330000
125000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.3,5.0,7,475000
75000,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,5.0,13,110000
135000,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,10,250000
25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,2,570000
9500,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,2,575000
120000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,3,940000
182000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5.0,8,400000
33000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,1,650000
70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,3,625000
37800,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,3,866000
50000,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,3,880000
80000,Diesel,Dealer,Manual,First Owner,12.99,2494.0,100.6,7.0,6,950000
50000,Petrol,Individual,Manual,Second Owner,18.16,1197.0,78.8,5.0,4,434999
140000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,5,330000
11000,Diesel,Dealer,Automatic,First Owner,19.3,1968.0,141.0,5.0,1,2600000
60000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,4,670000
60000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,5.0,9,270000
120000,Diesel,Individual,Manual,Third Owner,10.5,2179.0,120.0,8.0,14,250000
16000,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,181.04,5.0,3,2700000
82000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,85.8,5.0,4,270000
25000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,2,200000
60000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0,5,350000
50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,2,650000
25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,4,475000
70000,Petrol,Individual,Manual,Third Owner,23.9,624.0,37.48,4.0,3,66000
50000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,2,350000
80000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,10,250000
110000,Diesel,Individual,Automatic,First Owner,11.4,2953.0,153.86,7.0,8,500000
146000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0,6,415000
70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,4,750000
35000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,5,800000
120000,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,5.0,5,550000
110000,Diesel,Individual,Manual,Third Owner,17.7,1399.0,68.0,5.0,11,155000
50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,4,650000
25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,9,160000
50000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.3,5.0,4,750000
120000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,4,861999
40000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,2,635000
80000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,5,220000
31377,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,7,320000
60000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0,9,300000
86000,Diesel,Individual,Manual,Second Owner,14.0,2179.0,138.1,7.0,6,521000
10000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,1,660000
90400,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,9,175000
47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,3,409999
35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,9,180000
60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,3,720000
50000,Petrol,Individual,Manual,Second Owner,15.3,1341.0,83.0,5.0,15,130000
29340,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,6,755000
80000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,4,375000
70000,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,9.0,2,600000
80000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,5,280000
60000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,8,500000
54000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,4,725000
100000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,6,220000
40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,9,150000
70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,3,800000
60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,3,800000
35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,3,295000
25000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,4,400000
100000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,8,450000
90000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,8,545000
32331,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,3,650000
4500,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,1,700000
100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,5,975000
48300,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,6,500000
30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5.0,8,200000
126000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,12,290000
60000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,20,100000
167000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,6,650000
25000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,2,750000
59000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,8,560000
7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,2,4600000
110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,6,500000
12000,Petrol,Individual,Manual,First Owner,16.84,1193.0,64.4,5.0,8,75000
70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,10,300000
80000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,6,425000
90000,Petrol,Individual,Manual,Second Owner,18.06,1198.0,75.0,5.0,9,235000
155000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,3,385000
5000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,2,380000
148000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0,9,149000
103655,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.3,5.0,8,400000
70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,5,433000
50000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,22,55000
27654,Diesel,Dealer,Automatic,First Owner,28.4,1248.0,74.02,5.0,2,698000
95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,12,114999
70000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5.0,7,350000
90000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.0,5.0,2,670000
25000,Petrol,Individual,Manual,First Owner,15.85,1499.0,110.4,5.0,5,800000
100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,4,580000
13000,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,5.0,0,475000
40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,9,220000
25000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,4,1670000
37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,6,550000
15000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,5.0,2,300000
38000,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,4,275000
5000,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,1,675000
151000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,10,800000
25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,3,268000
35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,4,240000
116104,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,5.0,7,500000
15000,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,650000
57882,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,4,550000
150000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,13,120000
120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,5,380000
70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,5,875000
110000,Diesel,Individual,Automatic,Second Owner,12.07,2967.0,241.4,7.0,10,1750000
80000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,9,500000
170000,CNG,Individual,Manual,First Owner,11.88,1086.0,62.1,5.0,9,185000
70000,Petrol,Individual,Manual,Second Owner,16.9,1497.0,100.0,5.0,14,160000
70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,5.0,11,180000
40800,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,4,300000
55380,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,5,484999
40000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,4,300000
120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,11,290000
5000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,3,285000
80000,Diesel,Individual,Manual,Third Owner,20.54,1598.0,103.6,5.0,8,280000
34000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,4,590000
125000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,6,600000
46815,Diesel,Individual,Manual,Second Owner,22.1,1248.0,76.9,5.0,7,420000
